tipo_vivienda;variación;periodo;total
Vivienda nueva;Variación trimestral;2022T2;2,0
Vivienda nueva;Variación trimestral;2022T1;2,0
Vivienda nueva;Variación trimestral;2021T4;0,3
Vivienda nueva;Variación trimestral;2021T3;3,1
Vivienda nueva;Variación trimestral;2021T2;2,3
Vivienda nueva;Variación trimestral;2021T1;-0,1
Vivienda nueva;Variación trimestral;2020T4;-0,1
Vivienda nueva;Variación trimestral;2020T3;3,0
Vivienda nueva;Variación trimestral;2020T2;3,2
Vivienda nueva;Variación trimestral;2020T1;0,1
Vivienda nueva;Variación trimestral;2019T4;1,8
Vivienda nueva;Variación trimestral;2019T3;-0,8
Vivienda nueva;Variación trimestral;2019T2;2,9
Vivienda nueva;Variación trimestral;2019T1;5,2
Vivienda nueva;Variación trimestral;2018T4;-1,2
Vivienda nueva;Variación trimestral;2018T3;2,3
Vivienda nueva;Variación trimestral;2018T2;1,5
Vivienda nueva;Variación trimestral;2018T1;4,8
Vivienda nueva;Variación trimestral;2017T4;0,0
Vivienda nueva;Variación trimestral;2017T3;0,4
Vivienda nueva;Variación trimestral;2017T2;1,2
Vivienda nueva;Variación trimestral;2017T1;1,8
Vivienda nueva;Variación trimestral;2016T4;-3,3
Vivienda nueva;Variación trimestral;2016T3;0,2
Vivienda nueva;Variación trimestral;2016T2;6,2
Vivienda nueva;Variación trimestral;2016T1;0,9
Vivienda nueva;Variación trimestral;2015T4;0,1
Vivienda nueva;Variación trimestral;2015T3;1,1
Vivienda nueva;Variación trimestral;2015T2;2,2
Vivienda nueva;Variación trimestral;2015T1;-0,4
Vivienda nueva;Variación trimestral;2014T4;-0,5
Vivienda nueva;Variación trimestral;2014T3;-0,3
Vivienda nueva;Variación trimestral;2014T2;0,0
Vivienda nueva;Variación trimestral;2014T1;0,6
Vivienda nueva;Variación trimestral;2013T4;-6,4
Vivienda nueva;Variación trimestral;2013T3;2,3
Vivienda nueva;Variación trimestral;2013T2;-0,9
Vivienda nueva;Variación trimestral;2013T1;-9,0
Vivienda nueva;Variación trimestral;2012T4;-0,9
Vivienda nueva;Variación trimestral;2012T3;-4,8
Vivienda nueva;Variación trimestral;2012T2;-4,2
Vivienda nueva;Variación trimestral;2012T1;-3,5
Vivienda nueva;Variación trimestral;2011T4;-4,4
Vivienda nueva;Variación trimestral;2011T3;-2,3
Vivienda nueva;Variación trimestral;2011T2;-2,1
Vivienda nueva;Variación trimestral;2011T1;-4,7
Vivienda nueva;Variación trimestral;2010T4;-1,9
Vivienda nueva;Variación trimestral;2010T3;-2,2
Vivienda nueva;Variación trimestral;2010T2;1,6
Vivienda nueva;Variación trimestral;2010T1;-5,3
Vivienda nueva;Variación trimestral;2009T4;0,7
Vivienda nueva;Variación trimestral;2009T3;-0,6
Vivienda nueva;Variación trimestral;2009T2;0,3
Vivienda nueva;Variación trimestral;2009T1;-4,4
Vivienda nueva;Variación trimestral;2008T4;0,7
Vivienda nueva;Variación trimestral;2008T3;-1,7
Vivienda nueva;Variación trimestral;2008T2;0,3
Vivienda nueva;Variación trimestral;2008T1;0,3
Vivienda nueva;Variación trimestral;2007T4;3,3
Vivienda nueva;Variación trimestral;2007T3;1,9
Vivienda nueva;Variación trimestral;2007T2;2,5
Vivienda nueva;Variación trimestral;2007T1;3,9
Vivienda nueva;Variación anual;2023T2;6,5
Vivienda nueva;Variación anual;2023T1;7,5
Vivienda nueva;Variación anual;2022T4;7,8
Vivienda nueva;Variación anual;2022T3;5,3
Vivienda nueva;Variación anual;2022T2;7,5
Vivienda nueva;Variación anual;2022T1;7,9
Vivienda nueva;Variación anual;2021T4;5,6
Vivienda nueva;Variación anual;2021T3;5,2
Vivienda nueva;Variación anual;2021T2;5,1
Vivienda nueva;Variación anual;2021T1;6,1
Vivienda nueva;Variación anual;2020T4;6,3
Vivienda nueva;Variación anual;2020T3;8,4
Vivienda nueva;Variación anual;2020T2;4,4
Vivienda nueva;Variación anual;2020T1;4,1
Vivienda nueva;Variación anual;2019T4;9,4
Vivienda nueva;Variación anual;2019T3;6,1
Vivienda nueva;Variación anual;2019T2;9,4
Vivienda nueva;Variación anual;2019T1;7,8
Vivienda nueva;Variación anual;2018T4;7,4
Vivienda nueva;Variación anual;2018T3;8,8
Vivienda nueva;Variación anual;2018T2;6,8
Vivienda nueva;Variación anual;2018T1;6,5
Vivienda nueva;Variación anual;2017T4;3,5
Vivienda nueva;Variación anual;2017T3;0,0
Vivienda nueva;Variación anual;2017T2;-0,1
Vivienda nueva;Variación anual;2017T1;4,9
Vivienda nueva;Variación anual;2016T4;3,9
Vivienda nueva;Variación anual;2016T3;7,5
Vivienda nueva;Variación anual;2016T2;8,5
Vivienda nueva;Variación anual;2016T1;4,3
Vivienda nueva;Variación anual;2015T4;3,0
Vivienda nueva;Variación anual;2015T3;2,4
Vivienda nueva;Variación anual;2015T2;1,0
Vivienda nueva;Variación anual;2015T1;-1,1
Vivienda nueva;Variación anual;2014T4;-0,1
Vivienda nueva;Variación anual;2014T3;-6,1
Vivienda nueva;Variación anual;2014T2;-3,7
Vivienda nueva;Variación anual;2014T1;-4,5
Vivienda nueva;Variación anual;2013T4;-13,6
Vivienda nueva;Variación anual;2013T3;-8,5
Vivienda nueva;Variación anual;2013T2;-14,9
Vivienda nueva;Variación anual;2013T1;-17,8
Vivienda nueva;Variación anual;2012T4;-12,8
Vivienda nueva;Variación anual;2012T3;-15,9
Vivienda nueva;Variación anual;2012T2;-13,7
Vivienda nueva;Variación anual;2012T1;-11,9
Vivienda nueva;Variación anual;2011T4;-12,9
Vivienda nueva;Variación anual;2011T3;-10,6
Vivienda nueva;Variación anual;2011T2;-10,5
Vivienda nueva;Variación anual;2011T1;-7,1
Vivienda nueva;Variación anual;2010T4;-7,7
Vivienda nueva;Variación anual;2010T3;-5,3
Vivienda nueva;Variación anual;2010T2;-3,7
Vivienda nueva;Variación anual;2010T1;-4,9
Vivienda nueva;Variación anual;2009T4;-4,0
Vivienda nueva;Variación anual;2009T3;-4,0
Vivienda nueva;Variación anual;2009T2;-5,1
Vivienda nueva;Variación anual;2009T1;-5,0
Vivienda nueva;Variación anual;2008T4;-0,3
Vivienda nueva;Variación anual;2008T3;2,2
Vivienda nueva;Variación anual;2008T2;6,0
Vivienda nueva;Variación anual;2008T1;8,2
Vivienda nueva;Variación anual;2007T4;12,2
Vivienda nueva;Variación anual;2007T3;12,1
Vivienda nueva;Variación anual;2007T2;14,0
Vivienda nueva;Variación anual;2007T1;13,6
Vivienda nueva;Variación en lo que va de año;2023T2;2,8
Vivienda nueva;Variación en lo que va de año;2023T1;1,7
Vivienda nueva;Variación en lo que va de año;2022T4;7,8
Vivienda nueva;Variación en lo que va de año;2022T3;5,0
Vivienda nueva;Variación en lo que va de año;2022T2;4,0
Vivienda nueva;Variación en lo que va de año;2022T1;2,0
Vivienda nueva;Variación en lo que va de año;2021T4;5,6
Vivienda nueva;Variación en lo que va de año;2021T3;5,3
Vivienda nueva;Variación en lo que va de año;2021T2;2,2
Vivienda nueva;Variación en lo que va de año;2021T1;-0,1
Vivienda nueva;Variación en lo que va de año;2020T4;6,3
Vivienda nueva;Variación en lo que va de año;2020T3;6,4
Vivienda nueva;Variación en lo que va de año;2020T2;3,4
Vivienda nueva;Variación en lo que va de año;2020T1;0,1
Vivienda nueva;Variación en lo que va de año;2019T4;9,4
Vivienda nueva;Variación en lo que va de año;2019T3;7,4
Vivienda nueva;Variación en lo que va de año;2019T2;8,3
Vivienda nueva;Variación en lo que va de año;2019T1;5,2
Vivienda nueva;Variación en lo que va de año;2018T4;7,4
Vivienda nueva;Variación en lo que va de año;2018T3;8,8
Vivienda nueva;Variación en lo que va de año;2018T2;6,4
Vivienda nueva;Variación en lo que va de año;2018T1;4,8
Vivienda nueva;Variación en lo que va de año;2017T4;3,5
Vivienda nueva;Variación en lo que va de año;2017T3;3,4
Vivienda nueva;Variación en lo que va de año;2017T2;3,1
Vivienda nueva;Variación en lo que va de año;2017T1;1,8
Vivienda nueva;Variación en lo que va de año;2016T4;3,9
Vivienda nueva;Variación en lo que va de año;2016T3;7,4
Vivienda nueva;Variación en lo que va de año;2016T2;7,1
Vivienda nueva;Variación en lo que va de año;2016T1;0,9
Vivienda nueva;Variación en lo que va de año;2015T4;3,0
Vivienda nueva;Variación en lo que va de año;2015T3;2,9
Vivienda nueva;Variación en lo que va de año;2015T2;1,8
Vivienda nueva;Variación en lo que va de año;2015T1;-0,4
Vivienda nueva;Variación en lo que va de año;2014T4;-0,1
Vivienda nueva;Variación en lo que va de año;2014T3;0,3
Vivienda nueva;Variación en lo que va de año;2014T2;0,6
Vivienda nueva;Variación en lo que va de año;2014T1;0,6
Vivienda nueva;Variación en lo que va de año;2013T4;-13,6
Vivienda nueva;Variación en lo que va de año;2013T3;-7,7
Vivienda nueva;Variación en lo que va de año;2013T2;-9,8
Vivienda nueva;Variación en lo que va de año;2013T1;-9,0
Vivienda nueva;Variación en lo que va de año;2012T4;-12,8
Vivienda nueva;Variación en lo que va de año;2012T3;-12,0
Vivienda nueva;Variación en lo que va de año;2012T2;-7,6
Vivienda nueva;Variación en lo que va de año;2012T1;-3,5
Vivienda nueva;Variación en lo que va de año;2011T4;-12,9
Vivienda nueva;Variación en lo que va de año;2011T3;-8,9
Vivienda nueva;Variación en lo que va de año;2011T2;-6,7
Vivienda nueva;Variación en lo que va de año;2011T1;-4,7
Vivienda nueva;Variación en lo que va de año;2010T4;-7,7
Vivienda nueva;Variación en lo que va de año;2010T3;-5,9
Vivienda nueva;Variación en lo que va de año;2010T2;-3,8
Vivienda nueva;Variación en lo que va de año;2010T1;-5,3
Vivienda nueva;Variación en lo que va de año;2009T4;-4,0
Vivienda nueva;Variación en lo que va de año;2009T3;-4,7
Vivienda nueva;Variación en lo que va de año;2009T2;-4,1
Vivienda nueva;Variación en lo que va de año;2009T1;-4,4
Vivienda nueva;Variación en lo que va de año;2008T4;-0,3
Vivienda nueva;Variación en lo que va de año;2008T3;-1,0
Vivienda nueva;Variación en lo que va de año;2008T2;0,6
Vivienda nueva;Variación en lo que va de año;2008T1;0,3
Vivienda nueva;Variación en lo que va de año;2007T4;12,2
Vivienda nueva;Variación en lo que va de año;2007T3;8,6
Vivienda nueva;Variación en lo que va de año;2007T2;6,5
Vivienda nueva;Variación en lo que va de año;2007T1;3,9
Vivienda segunda mano;Índice;2023T2;130,461
Vivienda segunda mano;Índice;2023T1;127,649
Vivienda segunda mano;Índice;2022T4;127,504
Vivienda segunda mano;Índice;2022T3;130,705
Vivienda segunda mano;Índice;2022T2;127,704
Vivienda segunda mano;Índice;2022T1;124,925
Vivienda segunda mano;Índice;2021T4;121,270
Vivienda segunda mano;Índice;2021T3;120,617
Vivienda segunda mano;Índice;2021T2;118,341
Vivienda segunda mano;Índice;2021T1;116,443
Vivienda segunda mano;Índice;2020T4;115,239
Vivienda segunda mano;Índice;2020T3;114,734
Vivienda segunda mano;Índice;2020T2;116,008
Vivienda segunda mano;Índice;2020T1;115,313
Vivienda segunda mano;Índice;2019T4;114,693
Vivienda segunda mano;Índice;2019T3;114,193
Vivienda segunda mano;Índice;2019T2;113,791
Vivienda segunda mano;Índice;2019T1;111,841
Vivienda segunda mano;Índice;2018T4;110,033
Vivienda segunda mano;Índice;2018T3;109,536
Vivienda segunda mano;Índice;2018T2;107,430
Vivienda segunda mano;Índice;2018T1;105,411
Vivienda segunda mano;Índice;2017T4;104,506
Vivienda segunda mano;Índice;2017T3;102,842
Vivienda segunda mano;Índice;2017T2;103,197
Vivienda segunda mano;Índice;2017T1;102,418
Vivienda segunda mano;Índice;2016T4;100,834
Vivienda segunda mano;Índice;2016T3;101,483
Vivienda segunda mano;Índice;2016T2;101,374
Vivienda segunda mano;Índice;2016T1;100,835
Vivienda segunda mano;Índice;2015T4;101,205
Vivienda segunda mano;Índice;2015T3;100,301
Vivienda segunda mano;Índice;2015T2;101,295
Vivienda segunda mano;Índice;2015T1;97,199
Vivienda segunda mano;Índice;2014T4;100,031
Vivienda segunda mano;Índice;2014T3;99,795
Vivienda segunda mano;Índice;2014T2;99,995
Vivienda segunda mano;Índice;2014T1;98,660
Vivienda segunda mano;Índice;2013T4;99,687
Vivienda segunda mano;Índice;2013T3;101,142
Vivienda segunda mano;Índice;2013T2;100,094
Vivienda segunda mano;Índice;2013T1;101,387
Vivienda segunda mano;Índice;2012T4;110,893
Vivienda segunda mano;Índice;2012T3;112,998
Vivienda segunda mano;Índice;2012T2;118,011
Vivienda segunda mano;Índice;2012T1;124,300
Vivienda segunda mano;Índice;2011T4;130,620
Vivienda segunda mano;Índice;2011T3;136,609
Vivienda segunda mano;Índice;2011T2;142,965
Vivienda segunda mano;Índice;2011T1;144,599
Vivienda segunda mano;Índice;2010T4;156,582
Vivienda segunda mano;Índice;2010T3;155,584
Vivienda segunda mano;Índice;2010T2;161,648
Vivienda segunda mano;Índice;2010T1;158,918
Vivienda segunda mano;Índice;2009T4;161,005
Vivienda segunda mano;Índice;2009T3;158,539
Vivienda segunda mano;Índice;2009T2;156,954
Vivienda segunda mano;Índice;2009T1;156,264
Vivienda segunda mano;Índice;2008T4;162,387
Vivienda segunda mano;Índice;2008T3;165,247
Vivienda segunda mano;Índice;2008T2;171,829
Vivienda segunda mano;Índice;2008T1;178,993
Vivienda segunda mano;Índice;2007T4;179,160
Vivienda segunda mano;Índice;2007T3;179,900
Vivienda segunda mano;Índice;2007T2;179,009
Vivienda segunda mano;Índice;2007T1;172,563
Vivienda segunda mano;Variación trimestral;2023T2;2,2
Vivienda segunda mano;Variación trimestral;2023T1;0,1
Vivienda segunda mano;Variación trimestral;2022T4;-2,4
Vivienda segunda mano;Variación trimestral;2022T3;2,4
Vivienda segunda mano;Variación trimestral;2022T2;2,2
Vivienda segunda mano;Variación trimestral;2022T1;3,0
Vivienda segunda mano;Variación trimestral;2021T4;0,5
Vivienda segunda mano;Variación trimestral;2021T3;1,9
Vivienda segunda mano;Variación trimestral;2021T2;1,6
Vivienda segunda mano;Variación trimestral;2021T1;1,0
Vivienda segunda mano;Variación trimestral;2020T4;0,4
Vivienda segunda mano;Variación trimestral;2020T3;-1,1
Vivienda segunda mano;Variación trimestral;2020T2;0,6
Vivienda segunda mano;Variación trimestral;2020T1;0,5
Vivienda segunda mano;Variación trimestral;2019T4;0,4
Vivienda segunda mano;Variación trimestral;2019T3;0,4
Vivienda segunda mano;Variación trimestral;2019T2;1,7
Vivienda segunda mano;Variación trimestral;2019T1;1,6
Vivienda segunda mano;Variación trimestral;2018T4;0,5
Vivienda segunda mano;Variación trimestral;2018T3;2,0
Vivienda segunda mano;Variación trimestral;2018T2;1,9
Vivienda segunda mano;Variación trimestral;2018T1;0,9
Vivienda segunda mano;Variación trimestral;2017T4;1,6
Vivienda segunda mano;Variación trimestral;2017T3;-0,3
Vivienda segunda mano;Variación trimestral;2017T2;0,8
Vivienda segunda mano;Variación trimestral;2017T1;1,6
Vivienda segunda mano;Variación trimestral;2016T4;-0,6
Vivienda segunda mano;Variación trimestral;2016T3;0,1
Vivienda segunda mano;Variación trimestral;2016T2;0,5
Vivienda segunda mano;Variación trimestral;2016T1;-0,4
Vivienda segunda mano;Variación trimestral;2015T4;0,9
Vivienda segunda mano;Variación trimestral;2015T3;-1,0
Vivienda segunda mano;Variación trimestral;2015T2;4,2
Vivienda segunda mano;Variación trimestral;2015T1;-2,8
Vivienda segunda mano;Variación trimestral;2014T4;0,2
Vivienda segunda mano;Variación trimestral;2014T3;-0,2
Vivienda segunda mano;Variación trimestral;2014T2;1,4
Vivienda segunda mano;Variación trimestral;2014T1;-1,0
Vivienda segunda mano;Variación trimestral;2013T4;-1,4
Vivienda segunda mano;Variación trimestral;2013T3;1,0
Vivienda segunda mano;Variación trimestral;2013T2;-1,3
Vivienda segunda mano;Variación trimestral;2013T1;-8,6
Vivienda segunda mano;Variación trimestral;2012T4;-1,9
Vivienda segunda mano;Variación trimestral;2012T3;-4,2
Vivienda segunda mano;Variación trimestral;2012T2;-5,1
Vivienda segunda mano;Variación trimestral;2012T1;-4,8
Vivienda segunda mano;Variación trimestral;2011T4;-4,4
Vivienda segunda mano;Variación trimestral;2011T3;-4,4
Vivienda segunda mano;Variación trimestral;2011T2;-1,1
Vivienda segunda mano;Variación trimestral;2011T1;-7,7
Vivienda segunda mano;Variación trimestral;2010T4;0,6
Vivienda segunda mano;Variación trimestral;2010T3;-3,8
Vivienda segunda mano;Variación trimestral;2010T2;1,7
Vivienda segunda mano;Variación trimestral;2010T1;-1,3
Vivienda segunda mano;Variación trimestral;2009T4;1,6
Vivienda segunda mano;Variación trimestral;2009T3;1,0
Vivienda segunda mano;Variación trimestral;2009T2;0,4
Vivienda segunda mano;Variación trimestral;2009T1;-3,8
Vivienda segunda mano;Variación trimestral;2008T4;-1,7
Vivienda segunda mano;Variación trimestral;2008T3;-3,8
Vivienda segunda mano;Variación trimestral;2008T2;-4,0
Vivienda segunda mano;Variación trimestral;2008T1;-0,1
Vivienda segunda mano;Variación trimestral;2007T4;-0,4
Vivienda segunda mano;Variación trimestral;2007T3;0,5
Vivienda segunda mano;Variación trimestral;2007T2;3,7
Vivienda segunda mano;Variación trimestral;2007T1;-0,5
Vivienda segunda mano;Variación anual;2023T2;2,2
Vivienda segunda mano;Variación anual;2023T1;2,2
Vivienda segunda mano;Variación anual;2022T4;5,1
Vivienda segunda mano;Variación anual;2022T3;8,4
Vivienda segunda mano;Variación anual;2022T2;7,9
Vivienda segunda mano;Variación anual;2022T1;7,3
Vivienda segunda mano;Variación anual;2021T4;5,2
Vivienda segunda mano;Variación anual;2021T3;5,1
Vivienda segunda mano;Variación anual;2021T2;2,0
Vivienda segunda mano;Variación anual;2021T1;1,0
Vivienda segunda mano;Variación anual;2020T4;0,5
Vivienda segunda mano;Variación anual;2020T3;0,5
Vivienda segunda mano;Variación anual;2020T2;1,9
Vivienda segunda mano;Variación anual;2020T1;3,1
Vivienda segunda mano;Variación anual;2019T4;4,2
Vivienda segunda mano;Variación anual;2019T3;4,3
Vivienda segunda mano;Variación anual;2019T2;5,9
Vivienda segunda mano;Variación anual;2019T1;6,1
Vivienda segunda mano;Variación anual;2018T4;5,3
Vivienda segunda mano;Variación anual;2018T3;6,5
Vivienda segunda mano;Variación anual;2018T2;4,1
Vivienda segunda mano;Variación anual;2018T1;2,9
Vivienda segunda mano;Variación anual;2017T4;3,6
Vivienda segunda mano;Variación anual;2017T3;1,3
Vivienda segunda mano;Variación anual;2017T2;1,8
Vivienda segunda mano;Variación anual;2017T1;1,6
Vivienda segunda mano;Variación anual;2016T4;-0,4
Vivienda segunda mano;Variación anual;2016T3;1,2
Vivienda segunda mano;Variación anual;2016T2;0,1
Vivienda segunda mano;Variación anual;2016T1;3,7
Vivienda segunda mano;Variación anual;2015T4;1,2
Vivienda segunda mano;Variación anual;2015T3;0,5
Vivienda segunda mano;Variación anual;2015T2;1,3
Vivienda segunda mano;Variación anual;2015T1;-1,5
Vivienda segunda mano;Variación anual;2014T4;0,3
Vivienda segunda mano;Variación anual;2014T3;-1,3
Vivienda segunda mano;Variación anual;2014T2;-0,1
Vivienda segunda mano;Variación anual;2014T1;-2,7
Vivienda segunda mano;Variación anual;2013T4;-10,1
Vivienda segunda mano;Variación anual;2013T3;-10,5
Vivienda segunda mano;Variación anual;2013T2;-15,2
Vivienda segunda mano;Variación anual;2013T1;-18,4
Vivienda segunda mano;Variación anual;2012T4;-15,1
Vivienda segunda mano;Variación anual;2012T3;-17,3
Vivienda segunda mano;Variación anual;2012T2;-17,5
Vivienda segunda mano;Variación anual;2012T1;-14,0
Vivienda segunda mano;Variación anual;2011T4;-16,6
Vivienda segunda mano;Variación anual;2011T3;-12,2
Vivienda segunda mano;Variación anual;2011T2;-11,6
Vivienda segunda mano;Variación anual;2011T1;-9,0
Vivienda segunda mano;Variación anual;2010T4;-2,7
Vivienda segunda mano;Variación anual;2010T3;-1,9
Vivienda segunda mano;Variación anual;2010T2;3,0
Vivienda segunda mano;Variación anual;2010T1;1,7
Vivienda segunda mano;Variación anual;2009T4;-0,9
Vivienda segunda mano;Variación anual;2009T3;-4,1
Vivienda segunda mano;Variación anual;2009T2;-8,7
Vivienda segunda mano;Variación anual;2009T1;-12,7
Vivienda segunda mano;Variación anual;2008T4;-9,4
Vivienda segunda mano;Variación anual;2008T3;-8,1
Vivienda segunda mano;Variación anual;2008T2;-4,0
Vivienda segunda mano;Variación anual;2008T1;3,7
Vivienda segunda mano;Variación anual;2007T4;3,3
Vivienda segunda mano;Variación anual;2007T3;7,2
Vivienda segunda mano;Variación anual;2007T2;10,5
Vivienda segunda mano;Variación anual;2007T1;9,9
Vivienda segunda mano;Variación en lo que va de año;2023T2;2,3
Vivienda segunda mano;Variación en lo que va de año;2023T1;0,1
Vivienda segunda mano;Variación en lo que va de año;2022T4;5,1
Vivienda segunda mano;Variación en lo que va de año;2022T3;7,8
Vivienda segunda mano;Variación en lo que va de año;2022T2;5,3
Vivienda segunda mano;Variación en lo que va de año;2022T1;3,0
Vivienda segunda mano;Variación en lo que va de año;2021T4;5,2
Vivienda segunda mano;Variación en lo que va de año;2021T3;4,7
Vivienda segunda mano;Variación en lo que va de año;2021T2;2,7
Vivienda segunda mano;Variación en lo que va de año;2021T1;1,0
Vivienda segunda mano;Variación en lo que va de año;2020T4;0,5
Vivienda segunda mano;Variación en lo que va de año;2020T3;0,0
Vivienda segunda mano;Variación en lo que va de año;2020T2;1,1
Vivienda segunda mano;Variación en lo que va de año;2020T1;0,5
Vivienda segunda mano;Variación en lo que va de año;2019T4;4,2
Vivienda segunda mano;Variación en lo que va de año;2019T3;3,8
Vivienda segunda mano;Variación en lo que va de año;2019T2;3,4
Vivienda segunda mano;Variación en lo que va de año;2019T1;1,6
Vivienda segunda mano;Variación en lo que va de año;2018T4;5,3
Vivienda segunda mano;Variación en lo que va de año;2018T3;4,8
Vivienda segunda mano;Variación en lo que va de año;2018T2;2,8
Vivienda segunda mano;Variación en lo que va de año;2018T1;0,9
Vivienda segunda mano;Variación en lo que va de año;2017T4;3,6
Vivienda segunda mano;Variación en lo que va de año;2017T3;2,0
Vivienda segunda mano;Variación en lo que va de año;2017T2;2,3
Vivienda segunda mano;Variación en lo que va de año;2017T1;1,6
Vivienda segunda mano;Variación en lo que va de año;2016T4;-0,4
Vivienda segunda mano;Variación en lo que va de año;2016T3;0,3
Vivienda segunda mano;Variación en lo que va de año;2016T2;0,2
Vivienda segunda mano;Variación en lo que va de año;2016T1;-0,4
Vivienda segunda mano;Variación en lo que va de año;2015T4;1,2
Vivienda segunda mano;Variación en lo que va de año;2015T3;0,3
Vivienda segunda mano;Variación en lo que va de año;2015T2;1,3
Vivienda segunda mano;Variación en lo que va de año;2015T1;-2,8
Vivienda segunda mano;Variación en lo que va de año;2014T4;0,3
Vivienda segunda mano;Variación en lo que va de año;2014T3;0,1
Vivienda segunda mano;Variación en lo que va de año;2014T2;0,3
Vivienda segunda mano;Variación en lo que va de año;2014T1;-1,0
Vivienda segunda mano;Variación en lo que va de año;2013T4;-10,1
Vivienda segunda mano;Variación en lo que va de año;2013T3;-8,8
Vivienda segunda mano;Variación en lo que va de año;2013T2;-9,7
Vivienda segunda mano;Variación en lo que va de año;2013T1;-8,6
Vivienda segunda mano;Variación en lo que va de año;2012T4;-15,1
Vivienda segunda mano;Variación en lo que va de año;2012T3;-13,5
Vivienda segunda mano;Variación en lo que va de año;2012T2;-9,7
Vivienda segunda mano;Variación en lo que va de año;2012T1;-4,8
Vivienda segunda mano;Variación en lo que va de año;2011T4;-16,6
Vivienda segunda mano;Variación en lo que va de año;2011T3;-12,8
Vivienda segunda mano;Variación en lo que va de año;2011T2;-8,7
Vivienda segunda mano;Variación en lo que va de año;2011T1;-7,7
Vivienda segunda mano;Variación en lo que va de año;2010T4;-2,7
Vivienda segunda mano;Variación en lo que va de año;2010T3;-3,4
Vivienda segunda mano;Variación en lo que va de año;2010T2;0,4
Vivienda segunda mano;Variación en lo que va de año;2010T1;-1,3
Vivienda segunda mano;Variación en lo que va de año;2009T4;-0,9
Vivienda segunda mano;Variación en lo que va de año;2009T3;-2,4
Vivienda segunda mano;Variación en lo que va de año;2009T2;-3,3
Vivienda segunda mano;Variación en lo que va de año;2009T1;-3,8
Vivienda segunda mano;Variación en lo que va de año;2008T4;-9,4
Vivienda segunda mano;Variación en lo que va de año;2008T3;-7,8
Vivienda segunda mano;Variación en lo que va de año;2008T2;-4,1
Vivienda segunda mano;Variación en lo que va de año;2008T1;-0,1
Vivienda segunda mano;Variación en lo que va de año;2007T4;3,3
Vivienda segunda mano;Variación en lo que va de año;2007T3;3,7
Vivienda segunda mano;Variación en lo que va de año;2007T2;3,2
Vivienda segunda mano;Variación en lo que va de año;2007T1;-0,5
General;Índice;2023T2;161,660
General;Índice;2023T1;159,058
General;Índice;2022T4;158,378
General;Índice;2022T3;155,619
General;Índice;2022T2;152,246
General;Índice;2022T1;150,704
General;Índice;2021T4;146,641
General;Índice;2021T3;144,209
General;Índice;2021T2;139,038
General;Índice;2021T1;138,250
General;Índice;2020T4;138,288
General;Índice;2020T3;139,489
General;Índice;2020T2;135,216
General;Índice;2020T1;134,821
General;Índice;2019T4;131,854
General;Índice;2019T3;133,637
General;Índice;2019T2;130,592
General;Índice;2019T1;128,575
General;Índice;2018T4;125,311
General;Índice;2018T3;122,940
General;Índice;2018T2;121,003
General;Índice;2018T1;117,811
General;Índice;2017T4;114,842
General;Índice;2017T3;112,918
General;Índice;2017T2;111,457
General;Índice;2017T1;109,787
General;Índice;2016T4;106,354
General;Índice;2016T3;105,811
General;Índice;2016T2;105,497
General;Índice;2016T1;102,958
General;Índice;2015T4;101,215
General;Índice;2015T3;101,799
General;Índice;2015T2;101,252
General;Índice;2015T1;95,735
General;Índice;2014T4;95,173
General;Índice;2014T3;96,096
General;Índice;2014T2;95,460
General;Índice;2014T1;93,798
General;Índice;2013T4;94,231
General;Índice;2013T3;94,759
General;Índice;2013T2;95,791
General;Índice;2013T1;94,555
General;Índice;2012T4;100,115
General;Índice;2012T3;98,552
General;Índice;2012T2;103,630
General;Índice;2012T1;102,994
General;Índice;2011T4;110,130
General;Índice;2011T3;114,146
General;Índice;2011T2;118,168
General;Índice;2011T1;119,777
General;Índice;2010T4;126,418
General;Índice;2010T3;123,554
General;Índice;2010T2;127,833
General;Índice;2010T1;128,259
General;Índice;2009T4;129,859
General;Índice;2009T3;128,981
General;Índice;2009T2;133,360
General;Índice;2009T1;133,875
General;Índice;2008T4;132,167
General;Índice;2008T3;135,607
General;Índice;2008T2;139,932
General;Índice;2008T1;142,038
General;Índice;2007T4;140,135
General;Índice;2007T3;136,696
General;Índice;2007T2;134,757
General;Índice;2007T1;132,362
General;Variación trimestral;2023T2;1,6
General;Variación trimestral;2023T1;0,4
General;Variación trimestral;2022T4;1,8
General;Variación trimestral;2022T3;2,2
General;Variación trimestral;2022T2;1,0
General;Variación trimestral;2022T1;2,8
General;Variación trimestral;2021T4;1,7
General;Variación trimestral;2021T3;3,7
General;Variación trimestral;2021T2;0,6
General;Variación trimestral;2021T1;0,0
General;Variación trimestral;2020T4;-0,9
General;Variación trimestral;2020T3;3,2
General;Variación trimestral;2020T2;0,3
General;Variación trimestral;2020T1;2,2
General;Variación trimestral;2019T4;-1,3
General;Variación trimestral;2019T3;2,3
General;Variación trimestral;2019T2;1,6
General;Variación trimestral;2019T1;2,6
General;Variación trimestral;2018T4;1,9
General;Variación trimestral;2018T3;1,6
General;Variación trimestral;2018T2;2,7
General;Variación trimestral;2018T1;2,6
General;Variación trimestral;2017T4;1,7
General;Variación trimestral;2017T3;1,3
General;Variación trimestral;2017T2;1,5
General;Variación trimestral;2017T1;3,2
General;Variación trimestral;2016T4;0,5
